Agents,Arrival Rate (calls/min),Service Rate (calls/min),Completed Calls,Average Waiting Time (min),Average Queue Length,Agent Utilization (%),Experiment
2,0.5,0.3333333333333333,59,1.5065181922076125,0.7491666666666464,73.50148660336899,Exp 1: Vary Agents
3,0.5,0.3333333333333333,74,1.688406319152626,1.0433333333333246,71.39738711338359,Exp 1: Vary Agents
6,0.5,0.3333333333333333,68,0.0,0.0,31.6400149616965,Exp 1: Vary Agents
3,0.5,0.3333333333333333,74,1.688406319152626,1.0433333333333246,71.39738711338359,Exp 2: Vary Arrival Rate
3,0.75,0.3333333333333333,93,2.3639708603111784,1.8608333333333313,74.96461043751943,Exp 2: Vary Arrival Rate
3,1.0,0.3333333333333333,106,8.867964494418901,9.199166666666434,95.17450242060626,Exp 2: Vary Arrival Rate
3,0.5,0.3333333333333333,74,1.688406319152626,1.0433333333333246,71.39738711338359,Exp 3: Vary Service Rate
3,0.5,0.5,68,0.18441517930549126,0.10499999999999549,43.004671101024115,Exp 3: Vary Service Rate
3,0.5,1.0,68,0.0,0.0,21.093343307797653,Exp 3: Vary Service Rate
